post_id,title,category,score,num_comments,author,collected_at,engagement,is_popular
47630109,Firm boosts H.264 streaming license fees from $100k up to staggering $4.5M,entertainment,193,75,MaximilianEmel,2026-04-06 21:57:05,0.3865979381443299,False
47604155,SpaceX files to go public,science,398,576,nutjob2,2026-04-06 21:57:13,1.443609022556391,True
47650273,"Meta, Google under attack as court cases bypass 30-year-old legal shield",worldnews,17,9,1vuio0pswjnm7,2026-04-06 21:57:17,0.5,False
47621438,Show HN: Made a little Artemis II tracker,entertainment,153,59,codingmoh,2026-04-06 21:57:27,0.38311688311688313,False
47643637,Show HN: Dev Personality Test,entertainment,14,3,4m1rk,2026-04-06 21:57:33,0.2,False
47642275,"Netflix must refund customers for years of price hikes, Italian court rules",entertainment,63,6,xbmcuser,2026-04-06 21:57:43,0.09375,False
47640770,Show HN: DocMason – Agent Knowledge Base for local complex office files,entertainment,11,0,Jet_Xu,2026-04-06 21:57:49,0.0,False
47615756,Renewables reached nearly 50% of global electricity capacity last year,worldnews,296,148,Growtika,2026-04-06 21:57:53,0.4983164983164983,True
47638532,"Show HN: Ownscribe – local meeting transcription, summarization and search",entertainment,16,0,paberr,2026-04-06 21:58:08,0.0,False
47643580,Show HN: Uncompressed – Self-hosted Netflix alternative at 60 Mbps instead of 15,entertainment,8,0,lackoftactics,2026-04-06 21:58:11,0.0,False
47653816,UK intelligence censored report on global warming and homeland security,worldnews,95,54,ewidar,2026-04-06 21:59:10,0.5625,False
47607394,SolveSpace (open source 2D/3D CAD) working on Windows 2000 (2025),science,40,6,ruevs,2026-04-06 21:59:39,0.14634146341463414,False
47618221,The Australian government has announced gambling advertising reforms,worldnews,133,101,gostsamo,2026-04-06 21:59:43,0.753731343283582,False
47651019,PS3 emulator makes Cell CPU breakthrough that improves performance in all games,sports,9,0,gloxkiqcza,2026-04-06 21:59:55,0.0,False
47645926,The Spaceballs sequel will be released in April next year,science,8,1,WaitWaitWha,2026-04-06 22:00:21,0.1111111111111111,False
47645240,SpaceX Pushes Back Crucial Starship Test Launch,science,14,11,bookmtn,2026-04-06 22:00:49,0.7333333333333333,False
47601310,"Iran war sparks renewables boom as Europeans rush to buy solar, heat pumps, EVs",worldnews,87,121,vrganj,2026-04-06 22:01:54,1.375,False
